id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,15900,15900,15900, 36 months,23.4,618.81,E,E1,Brand Coordinator,3 years,RENT,37000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,112xx,NY,15.24,0,Aug-2007,0,,,8,0,12352,75.3,8,w,15276.46,15276.46,1196.28,1196.28,623.54,572.74,0.0,0.0,0.0,Feb-2019,618.81,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,12352,1,0,0,0,,0,,3,6,8864,75,16400,0,0,0,6,1544,492,95.8,0,0,,136,4,4,0,19,,,,0,3,8,3,3,0,8,8,8,8,0,0,0,3,87.5,66.7,0,0,16400,12352,11700,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 60 months,15.02,357.01,C,C3,firefighter/driver,10+ years,RENT,54000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,170xx,PA,17.43,0,May-2004,0,,,3,0,18155,89.4,6,w,14659.36,14659.36,682.73,682.73,340.64,342.09,0.0,0.0,0.0,Feb-2019,357.01,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,22811,0,1,0,1,18,4656,58,0,0,11047,81,20300,2,1,5,1,7604,1053,91.3,0,0,88,175,43,18,0,43,,3,,0,1,2,1,1,3,2,3,2,3,0,0,0,0,100,100,0,0,28300,22811,12100,8000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,25000,25000,25000, 60 months,8.19,509.19,A,A4,Assistant Director of Operations ,10+ years,MORTGAGE,97000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,120xx,NY,6.28,0,May-2005,1,,,23,0,18146,38.5,45,w,24320.56,24320.56,921.69,921.69,679.44,242.25,0.0,0.0,0.0,Feb-2019,509.19,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,254673,6,13,4,5,2,67439,95,1,1,4958,72,47100,1,1,3,7,11073,21877,34.9,0,0,163,120,2,2,2,2,,2,,0,5,7,6,7,32,9,11,7,23,0,0,0,6,100,0,0,0,287674,85585,33600,71037,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,24000,24000,24000, 60 months,13.56,552.98,C,C1,Controller,4 years,MORTGAGE,70000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,366xx,AL,22.99,0,Jul-1995,3,71,,11,0,14994,38.3,22,w,23433.26,23433.26,1060.76,1060.76,566.74,494.02,0.0,0.0,0.0,Feb-2019,552.98,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,253614,2,2,1,3,5,21705,63,1,3,9012,50,39200,2,1,3,7,28179,19510,37.7,0,0,175,281,3,3,1,17,,3,71,0,3,5,4,9,7,8,14,5,11,0,0,0,2,90.9,0,0,0,295421,36699,31300,34506,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 60 months,11.8,332.16,B,B4,Driver,1 year,OWN,40000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,897xx,NV,10.99,0,Mar-1993,1,75,,11,0,9542,47.9,16,w,14628.86,14628.86,644.65,644.65,371.14,273.51,0.0,0.0,0.0,Feb-2019,332.16,Mar-2019,Feb-2019,0,75,1,Individual,,,,0,2795,9542,0,0,0,0,100,0,,2,5,2188,48,19900,0,0,3,5,867,8717,39.9,0,0,309,98,7,7,0,12,80,5,75,3,6,8,8,10,2,11,14,8,11,0,0,0,2,86.7,0,0,0,19900,9542,14500,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,4800,4800,4800, 36 months,10.72,156.52,B,B2,Cardiovascular Tech.,4 years,MORTGAGE,55000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,334xx,FL,28.02,0,Jun-1989,0,,,13,0,27126,35.6,21,w,4686.36,4686.36,157.95,157.95,113.64,44.31,0.0,0.0,0.0,Feb-2019,163.67,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,93024,1,2,1,2,5,39808,96,0,2,20093,57,76100,3,3,5,4,7752,36614,40,0,0,126,354,16,5,2,16,,5,,0,4,7,6,7,5,10,14,7,13,0,0,0,1,100,20,0,0,160535,66934,61000,41571,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,11200,11200,11200, 60 months,15.02,266.57,C,C3,Pharmacy Technician,7 years,MORTGAGE,55000,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,990xx,WA,40.17,0,Jan-2006,0,39,,11,0,11555,80.2,18,w,10945.65,10945.65,514.45,514.45,254.35,260.10,0.0,0.0,0.0,Feb-2019,266.57,Mar-2019,Feb-2019,0,,1,Joint App,153000,17.02,Verified,0,942,436047,1,4,3,5,9,165702,86,1,2,8349,85,14400,1,6,1,7,39641,286,96.8,0,0,152,155,6,6,3,6,,12,,1,2,4,2,2,8,5,7,4,11,0,0,0,4,94.4,50,0,0,499692,177257,9000,154734,25076,Jan-2006,2,3,12,98,6,6,0,0,46,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,35000,35000, 36 months,8.19,1099.85,A,A4,Business Program Manager in Exec Office,2 years,MORTGAGE,150000,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,980xx,WA,27.36,0,Dec-2004,0,,,10,0,334281,31.9,17,w,33272.17,33272.17,2159.89,2159.89,1727.83,432.06,0.0,0.0,0.0,Feb-2019,1099.85,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,951013,2,2,1,2,6,34101,79,2,2,306125,47,438400,2,3,1,5,95101,89044,33,0,0,42,168,1,1,3,1,,6,,0,4,5,5,5,4,7,10,5,10,0,0,0,4,100,40,0,0,1074115,368382,417400,43465,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,30000,30000,30000, 36 months,18.94,1098.78,D,D2,Billing Representative,1 year,MORTGAGE,56000,Source Verified,Dec-2018,Current,n,,,house,Home buying,351xx,AL,4.31,0,Feb-2012,1,,,9,0,7320,24.0,9,w,28739.57,28739.57,2134.43,2134.43,1260.43,874.00,0.0,0.0,0.0,Feb-2019,1098.78,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,123221,1,0,0,0,,0,,5,6,2894,24,30500,0,0,4,6,13691,23180,24,0,0,,82,2,2,1,2,,3,,0,4,4,8,8,0,8,8,4,9,0,0,0,5,100,0,0,0,158145,7320,30500,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,9600,9600,9600, 36 months,23.4,373.62,E,E1,Technician ,5 years,RENT,75000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,077xx,NJ,31.62,0,Aug-2013,0,28,,16,0,11073,27.5,24,w,9223.52,9223.52,722.28,722.28,376.48,345.80,0.0,0.0,0.0,Feb-2019,373.62,Mar-2019,Feb-2019,1,,1,Individual,,,,0,664,39569,0,5,1,3,7,28496,43,1,2,4839,37,40200,1,1,4,5,2473,26304,26.7,0,0,52,64,10,7,0,10,,0,28,0,3,6,7,10,8,11,16,6,16,0,0,0,2,95.8,14.3,0,0,105962,39569,35900,65762,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,25500,25500,25500, 36 months,8.81,808.65,A,A5,Equipment operator ,2 years,RENT,80000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,113xx,NY,10.16,0,Aug-2014,1,,,5,0,12472,33.5,8,w,24252.56,24252.56,1504.98,1504.98,1247.44,257.54,0.0,0.0,0.0,Feb-2019,808.65,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,24799,0,1,0,1,18,12327,82,0,1,7392,48,37200,1,1,2,2,4960,24728,33.5,0,0,46,52,22,18,0,22,,2,,0,3,3,4,4,3,4,5,3,5,0,0,0,0,100,0,0,0,52200,24799,37200,15000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,3500,3500,3500, 36 months,11.8,115.92,B,B4,Inventory Manager,5 years,RENT,41600,Source Verified,Dec-2018,Current,n,,,moving,Moving and relocation,089xx,NJ,28.27,0,Jan-2012,0,,,8,0,20076,70.4,8,w,3336.19,3336.19,226.1,226.10,163.81,62.29,0.0,0.0,0.0,Feb-2019,115.92,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,21618,1,2,0,0,31,1542,6,1,1,4549,41,28500,0,0,0,1,2702,8424,70.4,0,0,60,83,5,5,0,5,,23,,0,6,6,6,6,2,6,6,6,8,0,0,0,1,100,83.3,0,0,52801,21618,28500,24301,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,22500,22500,22500, 60 months,16.91,558.1,C,C5,Financial Manager,10+ years,RENT,80000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,212xx,MD,28.18,0,Mar-1991,0,,,7,0,42753,59.0,10,w,22258.96,22258.96,653.22,653.22,241.04,412.18,0.0,0.0,0.0,Feb-2019,695.5,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,61184,2,3,1,3,6,18431,79,1,1,21572,64,72500,1,0,0,4,8741,29747,59,0,0,40,333,4,4,0,4,,13,,0,4,4,4,5,5,4,5,4,7,0,0,0,2,100,50,0,0,95876,61184,72500,23376,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000, 36 months,10.72,163.04,B,B2,ARC administrator,10+ years,RENT,45000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,334xx,FL,0.99,0,Jun-2000,1,,,3,0,2055,17.3,17,w,4762.20,4762.20,320.12,320.12,237.80,82.32,0.0,0.0,0.0,Feb-2019,163.04,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,2055,2,0,2,2,6,0,,0,0,2055,17,11900,1,0,1,2,1028,9845,17.3,0,0,137,222,86,6,1,125,,6,,0,1,1,2,5,5,2,9,1,3,0,0,0,2,100,0,0,0,11900,2055,11900,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,21000,21000,21000, 60 months,11.8,465.02,B,B4,Mortgage Loan Opener,2 years,OWN,51000,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,077xx,NJ,28.14,0,May-2003,0,27,,24,0,15555,80.6,41,w,20480.42,20480.42,895.62,895.62,519.58,376.04,0.0,0.0,0.0,Feb-2019,465.02,Mar-2019,Feb-2019,0,27,1,Individual,,,,0,0,83363,0,11,0,1,14,67808,99,0,0,5092,95,19300,1,0,0,1,3473,845,94.8,0,0,159,187,29,14,0,29,27,14,27,1,10,10,11,15,21,13,20,10,24,0,0,0,0,95.1,90.9,0,0,87814,83363,16400,68514,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,15000,15000,15000, 60 months,13.56,345.62,C,C1,Analyst/trader,4 years,MORTGAGE,170000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,481xx,MI,12.85,0,Oct-2004,1,35,,24,0,26998,44.5,68,w,14646.37,14646.37,668.64,668.64,353.63,315.01,0.0,0.0,0.0,Feb-2019,345.62,Mar-2019,Feb-2019,0,35,1,Individual,,,,0,0,492116,3,8,3,4,2,171954,107,4,8,3421,85,60700,0,0,7,13,21396,21801,15.2,0,0,169,170,7,2,3,7,50,0,42,1,4,6,7,12,40,15,25,6,24,0,0,0,8,94,14.3,0,0,510760,198952,25700,156575,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,13000,13000,13000, 36 months,15.02,450.78,C,C3,office manager,6 years,OWN,40000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,720xx,AR,29.34,0,Apr-1990,0,56,,10,0,12246,60.6,33,w,12420.27,12420.27,879.86,879.86,579.73,300.13,0.0,0.0,0.0,Feb-2019,450.78,Mar-2019,Feb-2019,0,77,1,Individual,,,,0,0,22625,0,2,0,2,16,10379,52,0,1,4773,56,20200,2,4,0,3,2828,7044,57.3,0,0,69,344,23,16,1,23,56,16,56,0,3,6,4,12,7,8,25,6,10,0,0,0,0,93.9,66.7,0,0,40200,22625,16500,20000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 36 months,7.56,373.61,A,A3,,< 1 year,RENT,85000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,907xx,CA,15.66,0,Jun-2001,0,,,13,0,3970,6.0,14,w,10899.69,10899.69,1234.62,1234.62,1100.31,134.31,0.0,0.0,0.0,Feb-2019,373.61,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,15841,0,2,0,1,13,11871,65,0,1,2503,15,66300,1,3,0,2,1320,35297,6.6,0,0,55,210,21,13,0,21,,13,,0,1,2,5,5,2,11,12,2,13,0,0,0,0,100,0,0,0,117225,15841,37800,50925,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35975,35975,35975, 60 months,12.98,818.18,B,B5,International Flight Attendant,10+ years,MORTGAGE,88000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,773xx,TX,22.61,0,May-1998,0,30,,13,0,24489,40.9,23,w,35112.26,35112.26,1584.48,1584.48,862.74,721.74,0.0,0.0,0.0,Feb-2019,818.18,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,225128,1,2,0,1,18,44148,76,1,2,8306,58,59900,0,0,1,4,17318,18598,48.2,0,0,129,247,4,4,2,26,,10,30,0,4,6,4,5,5,10,15,6,13,0,0,0,2,91.3,0,0,0,275800,68637,35900,57900,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,19375,19375,19375, 36 months,18.94,709.63,D,D2,,n/a,MORTGAGE,30000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,543xx,WI,14,0,Jul-1977,1,77,,7,0,12090,58.1,19,w,18560.97,18560.97,1368.29,1368.29,814.03,554.26,0.0,0.0,0.0,Feb-2019,709.63,Mar-2019,Feb-2019,0,77,1,Individual,,,,0,0,104160,1,0,2,2,6,0,,0,1,4867,58,20800,3,0,3,4,14880,2602,79.5,0,0,252,497,23,6,4,51,,5,,1,3,4,3,3,6,6,9,4,7,0,0,0,3,100,66.7,0,0,114650,12090,12700,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000, 60 months,8.19,407.35,A,A4,Prosthetic Representative,10+ years,MORTGAGE,64800,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,043xx,ME,27.19,0,Apr-2003,0,76,,12,0,19310,54.1,22,w,19456.45,19456.45,791.95,791.95,543.55,248.40,0.0,0.0,0.0,Feb-2019,407.35,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,231955,0,5,0,1,17,36255,66,0,1,8389,61,35700,1,1,3,2,19330,3557,81.1,0,0,141,173,14,14,2,93,,12,,0,3,5,3,3,13,6,6,5,12,0,0,0,0,90.9,100,0,0,274505,55565,18800,54931,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,8000,8000,8000, 36 months,15.02,277.41,C,C3,Business Development Specialist,< 1 year,RENT,87000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,064xx,CT,20.54,0,Nov-1968,0,25,,22,0,13488,51.1,34,f,7643.23,7643.23,538.13,538.13,356.77,181.36,0.0,0.0,0.0,Feb-2019,277.41,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,101430,2,11,2,4,2,87942,102,1,3,2698,90,26400,2,1,2,7,4610,5451,63.4,0,0,150,601,7,2,0,7,25,3,25,0,5,9,6,7,17,11,17,9,22,0,0,0,3,97.1,83.3,0,0,112679,101430,14900,86279,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,9800,9800,9800, 36 months,8.81,310.78,A,A5,,10+ years,MORTGAGE,55000,Source Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,945xx,CA,20.93,0,Jul-1986,0,36,66,18,1,9572,29.0,39,w,9320.58,9320.58,609.57,609.57,479.42,130.15,0.0,0.0,0.0,Feb-2019,310.78,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,30449,0,3,1,1,8,20877,69,0,3,4047,48,33000,1,0,1,4,1791,14796,34.8,0,0,62,389,18,8,1,18,,8,36,0,6,8,8,18,6,15,32,8,17,0,0,0,1,97.1,12.5,1,0,63479,30449,22700,30479,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,40000,40000,40000, 60 months,15.02,952.02,C,C3,Underwriter,1 year,MORTGAGE,85000,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,939xx,CA,35.48,0,Nov-1995,1,,,25,0,28641,41.6,59,w,39091.64,39091.64,1904.04,1904.04,908.36,995.68,0.0,0.0,0.0,Feb-2019,952.02,Mar-2019,Feb-2019,0,,1,Joint App,189000,27.03,Verified,0,0,539768,1,14,0,3,15,80212,93,1,1,9393,65,63800,5,2,5,5,21591,12262,65.6,0,0,277,140,3,3,10,3,,5,,0,6,7,7,10,33,10,16,7,25,0,0,0,2,100,71.4,0,0,596134,108853,35600,96334,72539,Feb-2007,1,4,13,97,5,8,0,0,26,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20200,20200,20200, 36 months,27.27,827.6,E,E5,,< 1 year,ANY,120000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,705xx,LA,13.99,0,Dec-2009,1,,,3,0,15202,101.3,19,w,19454.51,19454.51,1593.99,1593.99,745.49,848.50,0.0,0.0,0.0,Feb-2019,827.6,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,348037,0,1,0,1,16,58058,,0,0,15202,101,15000,0,3,7,2,116012,0,101.3,0,0,82,108,34,9,1,34,,0,,0,1,1,1,6,10,1,8,1,3,0,0,0,1,100,100,0,0,363160,73260,15000,70855,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,2650,2650,2650, 36 months,16.91,94.37,C,C5,Shift lead,6 years,RENT,44000,Not Verified,Dec-2018,Current,n,,,car,Car financing,543xx,WI,19.47,0,Sep-2009,2,49,,10,0,5907,46.9,17,w,2535.14,2535.14,183.76,183.76,114.86,68.90,0.0,0.0,0.0,Feb-2019,94.37,Mar-2019,Feb-2019,0,49,1,Individual,,,,0,0,32678,1,4,0,1,21,26771,72,1,2,2044,66,12600,2,1,13,3,3268,866,77.2,0,0,111,86,2,2,0,75,,2,,2,2,6,2,2,10,6,7,6,10,0,0,0,1,88.2,50,0,0,49826,32678,3800,37226,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8000,8000,8000, 36 months,19.92,296.99,D,D3,Teacher,4 years,RENT,81657,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,191xx,PA,12.39,0,Aug-2001,0,73,,7,0,5204,89.7,29,w,7668.89,7668.89,576.27,576.27,331.11,245.16,0.0,0.0,0.0,Feb-2019,296.99,Mar-2019,Feb-2019,0,73,1,Individual,,,,0,0,123262,1,3,0,0,29,118058,64,1,3,0,72,5800,0,2,1,3,17609,,,0,0,168,208,0,0,0,,,9,73,1,0,4,0,3,19,4,10,4,7,0,0,0,1,96.6,,0,0,111524,123262,0,105724,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,1600,1600,1575, 36 months,8.19,50.28,A,A4,Project Manager,4 years,MORTGAGE,57741,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,974xx,OR,12.47,0,Jan-2006,0,48,,9,0,819,3.5,20,f,1560.64,1536.26,50.64,49.85,39.36,11.28,0.0,0.0,0.0,Feb-2019,52.1,Mar-2019,Feb-2019,0,51,1,Individual,,,,0,0,206835,1,2,2,2,4,26444,73,0,2,819,46,23100,3,4,2,6,22982,16681,4.7,0,0,125,155,16,4,2,21,,4,,3,1,1,3,4,12,5,6,1,9,0,0,0,2,80,0,0,0,243240,27263,17500,36220,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,6.46,306.31,A,A1,Sales Support,10+ years,MORTGAGE,40000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,300xx,GA,7.77,0,Apr-2005,0,54,,7,0,8381,46.6,13,w,9493.69,9493.69,605.44,605.44,506.31,99.13,0.0,0.0,0.0,Feb-2019,306.31,Mar-2019,Feb-2019,0,,1,Individual,,,,0,429,99248,0,0,0,0,37,0,,0,1,1324,47,18000,0,0,0,1,14178,7421,32.5,0,0,164,164,24,24,2,24,,,70,0,4,6,4,4,3,6,8,6,7,0,0,0,0,61.5,25,0,0,123061,8381,11000,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,13000,13000,13000, 60 months,10.72,280.84,B,B2,Bookkeeper,10+ years,MORTGAGE,56600,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,783xx,TX,23.88,0,Oct-2004,2,,,6,0,6628,29.9,52,w,12669.12,12669.12,542.32,542.32,330.88,211.44,0.0,0.0,0.0,Feb-2019,280.84,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,48080,1,2,0,3,17,41452,84,3,5,0,57,22200,1,0,7,8,8013,13400,0,0,0,120,97,1,1,3,1,,1,,0,0,2,1,6,24,4,25,2,6,0,0,0,3,100,0,0,0,82371,48080,13400,60171,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,10000,10000,10000, 36 months,8.81,317.12,A,A5,sales manager,10+ years,MORTGAGE,90000,Not Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,190xx,PA,5.15,2,Jul-1998,1,11,,4,0,4067,73.9,22,w,9510.80,9510.80,622.0,622.00,489.20,132.80,0.0,0.0,0.0,Feb-2019,317.12,Mar-2019,Feb-2019,0,11,1,Individual,,,,0,0,377503,1,1,0,1,21,5283,53,1,2,4067,60,5500,1,6,2,3,94376,1433,73.9,0,0,165,245,1,1,6,1,11,1,11,1,1,1,1,7,5,1,11,1,4,0,0,1,1,86.4,0,0,0,450500,9350,5500,10000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000, 60 months,12.98,454.86,B,B5,Router machine operator ,9 years,OWN,61000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,272xx,NC,15.84,0,Nov-1993,0,41,,8,0,7516,41.3,22,w,19761.47,19761.47,418.8,418.80,238.53,180.27,0.0,0.0,0.0,Feb-2019,454.86,Mar-2019,Feb-2019,0,98,1,Individual,,,,0,3297,21832,1,2,0,1,16,14316,73,1,4,2062,58,18200,0,2,0,5,2729,7919,37.6,0,0,221,301,3,3,1,3,41,,41,1,3,6,3,8,5,6,16,6,8,0,0,0,1,72.7,66.7,0,0,37736,21832,12700,19536,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,7.02,308.87,A,A2,Teacher,5 years,OWN,80000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,411xx,KY,3.66,0,Sep-2011,2,,,6,0,7980,41.8,10,w,9497.80,9497.80,607.99,607.99,502.20,105.79,0.0,0.0,0.0,Feb-2019,308.87,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,53604,2,1,0,0,87,45624,,2,2,4044,42,19100,0,0,2,2,8934,8574,45.7,0,0,87,60,1,1,0,4,,1,,0,3,5,3,4,1,5,9,5,6,0,0,0,2,100,33.3,0,0,63144,53604,15800,44044,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,14000,14000,14000, 36 months,15.02,485.46,C,C3,INTERNET SALES DIRECTOR,10+ years,MORTGAGE,190000,Not Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,917xx,CA,28.59,0,Nov-2001,1,,,19,0,116163,75.6,30,w,13122.32,13122.32,1197.56,1197.56,877.68,319.88,0.0,0.0,0.0,Feb-2019,485.46,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,574903,0,2,0,2,13,37387,70,0,1,17723,74,153600,1,1,2,5,30258,32531,76.4,0,0,79,205,13,11,6,13,,0,,0,14,16,14,15,5,16,19,16,19,0,0,0,1,100,71.4,0,0,643400,153550,138100,53800,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6500,6500,6500, 36 months,10.72,211.95,B,B2,,n/a,MORTGAGE,60000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,716xx,AR,27.02,0,Jun-2006,0,77,,11,0,7879,79.6,43,w,6188.75,6188.75,416.32,416.32,311.25,105.07,0.0,0.0,0.0,Feb-2019,211.95,Mar-2019,Feb-2019,0,77,1,Individual,,,,0,0,56615,0,4,0,3,13,48736,74,0,0,1038,75,9900,1,0,0,3,5147,142,94.7,0,0,121,150,38,13,0,135,77,13,77,4,3,7,3,6,28,7,15,7,11,0,0,0,0,90.2,100,0,0,75777,56615,2700,65877,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
